Transaction ID,Date,Currency,Sender,Receiver,Amount,Fee,Type
TX557,2023-06-12,Auric,Jennifer Ramirez,Andrea Tate,581 Auric,4 Auric,Transfer
TX558,2023-04-08,Lumina,Nathan Bowen,Daniel Mills,304 Lumina,4 Lumina,Payment
TX559,2023-02-23,Electra,John Hall,Joshua Bentley,898 Electra,36 Electra,Payment
TX560,2023-04-27,Lumina,Connie Alexander,Lauren Williams,233 Lumina,46 Lumina,Payment
TX561,2023-07-18,Zentia,Tammy Rodriguez,Kenneth Gross,763 Zentia,3 Zentia,Payment
TX562,2023-02-06,Lumina,Danielle Kane,James Hernandez,170 Lumina,39 Lumina,Transfer
TX563,2023-07-06,Auric,Sarah Mason,James Herrera,837 Auric,20 Auric,Purchase
TX564,2023-01-03,Lumina,Robert Boyer,Daniel Tran,924 Lumina,41 Lumina,Purchase
TX565,2023-06-15,Zentia,Stephanie Price,Jennifer Mclean,179 Zentia,43 Zentia,Transfer
TX566,2023-04-21,Lumina,Kayla Gamble,Emma Lee,845 Lumina,11 Lumina,Transfer
TX567,2023-03-29,Electra,Vincent Gray,Corey Strong,33 Electra,4 Electra,Payment
TX568,2023-02-28,Auric,John Lopez,Joseph Lee,377 Auric,3 Auric,Transfer
TX569,2023-06-25,Electra,Trevor Wright,Shane Harper,959 Electra,41 Electra,Transfer
TX570,2023-08-17,Lumina,Roy Berry,Sara Aguilar,55 Lumina,20 Lumina,Purchase
TX571,2023-04-16,Lumina,Courtney Gilbert,Amanda Black,891 Lumina,50 Lumina,Transfer
TX572,2023-03-23,Lumina,Alexander Schwartz,Brian Meadows,342 Lumina,17 Lumina,Payment
TX573,2023-05-30,Auric,Alisha Dunn,Melanie Bailey,39 Auric,5 Auric,Purchase
TX574,2023-07-26,Zentia,Robert Henry,Veronica Dorsey,983 Zentia,24 Zentia,Purchase
TX575,2023-06-20,Electra,Chad Williams,Alexander Rice,925 Electra,2 Electra,Payment
TX576,2023-06-14,Electra,Eugene Rodriguez,Charles Novak,486 Electra,42 Electra,Transfer
TX577,2023-01-23,Electra,Melvin Bailey,Shawn Haley,785 Electra,18 Electra,Payment
TX578,2023-07-10,Lumina,Eric Mcmillan,Adrienne Hernandez,741 Lumina,16 Lumina,Payment
TX579,2023-01-03,Zentia,Linda Freeman,Jason Keller,841 Zentia,21 Zentia,Payment
TX580,2023-08-11,Lumina,Beth Hobbs,Wendy Schmidt,876 Lumina,37 Lumina,Payment
TX581,2023-01-11,Electra,Mary Morrison,Elizabeth Flowers,346 Electra,34 Electra,Payment
TX582,2023-01-27,Lumina,Rebecca Phelps,Jason Garcia Jr.,417 Lumina,10 Lumina,Transfer
TX583,2023-06-13,Electra,Matthew Cardenas,Jamie Williams,190 Electra,36 Electra,Payment
TX584,2023-05-06,Zentia,Meredith Vincent,Henry Morgan,667 Zentia,18 Zentia,Purchase
TX585,2023-02-18,Lumina,Troy Holmes,Karen Lawrence,888 Lumina,1 Lumina,Transfer
TX586,2023-04-19,Electra,Donna Carrillo,Donna Guerrero,857 Electra,4 Electra,Transfer
TX587,2023-02-19,Electra,Gary Johnson,Brian Lester,165 Electra,48 Electra,Payment
TX588,2023-07-31,Electra,Michael Clark,Benjamin Calderon,744 Electra,42 Electra,Transfer
TX589,2023-02-14,Zentia,Jack Daniel,Kaitlyn Flores,230 Zentia,2 Zentia,Payment
TX590,2023-01-16,Electra,Dr. Charles Palmer,Kelly Wilson,497 Electra,41 Electra,Transfer
TX591,2023-08-24,Zentia,Scott Preston,Joshua Brown,981 Zentia,31 Zentia,Transfer
TX592,2023-05-04,Lumina,Joseph Sutton,Susan Webb,96 Lumina,17 Lumina,Payment
TX593,2023-05-07,Lumina,Anthony Williamson,Michael Lewis,584 Lumina,42 Lumina,Transfer
TX594,2023-01-05,Auric,Anthony James,Natasha Lawson,977 Auric,8 Auric,Transfer
TX595,2023-01-23,Lumina,Jason Ortiz,Jeremy Torres,523 Lumina,10 Lumina,Purchase
TX596,2023-02-27,Zentia,Robert Miller,Billy Jenkins,293 Zentia,29 Zentia,Payment
TX597,2023-08-06,Zentia,Mary Tran,Alex Thompson,566 Zentia,6 Zentia,Payment
TX598,2023-02-17,Zentia,Scott Martinez,Amanda Rodriguez,818 Zentia,12 Zentia,Transfer
TX599,2023-02-23,Zentia,Shannon Mendez,Brian Gonzales,359 Zentia,27 Zentia,Purchase
TX600,2023-02-24,Zentia,Miss Deborah Lozano MD,Nichole Hester,189 Zentia,48 Zentia,Payment
TX601,2023-08-25,Auric,Brian Gonzalez,Travis Matthews,856 Auric,32 Auric,Purchase
TX602,2023-07-30,Lumina,Kenneth Bell,Tammy Taylor,823 Lumina,2 Lumina,Payment
TX603,2023-01-04,Zentia,Dawn Rivera,Catherine Bradford,348 Zentia,1 Zentia,Payment
TX604,2023-08-20,Lumina,Danielle Harrison,Stephen Hernandez,731 Lumina,39 Lumina,Payment
TX605,2023-01-30,Electra,Samuel James,Theresa Brown,740 Electra,44 Electra,Payment
TX606,2023-03-13,Lumina,Erica Butler,Megan Park,600 Lumina,4 Lumina,Transfer
TX607,2023-03-22,Auric,Sarah Rubio,Julia Maddox,277 Auric,17 Auric,Purchase
TX608,2023-07-28,Zentia,Victor Tran,Joshua Rubio,829 Zentia,37 Zentia,Transfer
TX609,2023-01-31,Auric,Trevor Church,Patricia Peck,102 Auric,20 Auric,Purchase
TX610,2023-05-14,Lumina,Robert Frey,Robert Watkins,354 Lumina,21 Lumina,Purchase
TX611,2023-06-06,Lumina,Jeffrey Molina,Victoria Baker,662 Lumina,19 Lumina,Payment
TX612,2023-07-27,Zentia,Kim Wilkinson,Alejandra White,795 Zentia,22 Zentia,Transfer
TX613,2023-05-23,Zentia,Daniel Campbell,Ronald Byrd,439 Zentia,22 Zentia,Purchase
TX614,2023-02-13,Lumina,Stephanie Welch,Sarah Houston,378 Lumina,45 Lumina,Transfer
TX615,2023-06-26,Auric,Dwayne Adams,Scott Harper,764 Auric,13 Auric,Purchase
TX616,2023-01-28,Lumina,Maria Rice,Mrs. Yolanda Fowler PhD,763 Lumina,30 Lumina,Transfer
TX617,2023-06-13,Auric,Samuel Bean,Erin Harris,513 Auric,17 Auric,Purchase
TX618,2023-03-22,Zentia,Rose Bailey,Jonathan Taylor,19 Zentia,8 Zentia,Transfer
TX619,2023-04-09,Electra,Logan Matthews,Taylor Baker,130 Electra,37 Electra,Transfer
TX620,2023-05-19,Auric,Deborah Adkins,Crystal Lane,487 Auric,20 Auric,Transfer
TX621,2023-05-03,Electra,Tiffany Washington,Lydia Brown,139 Electra,43 Electra,Transfer
TX622,2023-07-25,Zentia,Amy Peterson,Mary Paul,973 Zentia,38 Zentia,Payment
TX623,2023-01-02,Zentia,Eric Munoz,Natasha Wilson,938 Zentia,27 Zentia,Payment
TX624,2023-01-21,Zentia,Susan Bowman,Lisa Montoya,234 Zentia,11 Zentia,Payment
TX625,2023-03-12,Lumina,John Thomas,Karen Shepherd,309 Lumina,27 Lumina,Payment
TX626,2023-01-05,Electra,Jim Owen,Dr. Joseph Ali,919 Electra,23 Electra,Transfer
TX627,2023-02-11,Lumina,Lauren Mendoza,Courtney Livingston,519 Lumina,34 Lumina,Purchase
TX628,2023-02-18,Electra,Laura Allison,Billy Davis,685 Electra,43 Electra,Purchase
TX629,2023-02-28,Lumina,Julie Craig,Timothy Lee,184 Lumina,29 Lumina,Transfer
TX630,2023-02-20,Electra,Patricia Evans,Lisa Smith,73 Electra,49 Electra,Payment
TX631,2023-08-04,Lumina,John Perry,Louis Quinn,737 Lumina,11 Lumina,Transfer
TX632,2023-01-04,Electra,Joshua Jennings,Mary Peterson,730 Electra,23 Electra,Transfer
TX633,2023-05-24,Electra,Martin Steele,Gary Pham,708 Electra,15 Electra,Payment
TX634,2023-07-20,Lumina,Erika Johnson,Sandra Rogers,860 Lumina,3 Lumina,Payment
TX635,2023-05-31,Auric,Jennifer Hill,Adrian Torres,392 Auric,39 Auric,Purchase
TX636,2023-07-03,Auric,Shelby Lopez,Carla Patel,32 Auric,15 Auric,Purchase
TX637,2023-02-27,Auric,Heather Kim,Carla Mendez,579 Auric,7 Auric,Purchase
TX638,2023-05-14,Zentia,Jennifer Garcia,Erica Wilson,850 Zentia,17 Zentia,Payment
TX639,2023-08-14,Zentia,Amanda Miller,Hannah Harrington,741 Zentia,43 Zentia,Payment
TX640,2023-01-04,Electra,Tamara Ortiz,Scott Simpson,966 Electra,3 Electra,Transfer
TX641,2023-04-26,Lumina,Andrew Dalton,Victoria Miller,373 Lumina,9 Lumina,Payment
TX642,2023-07-24,Auric,Jamie Moon,Scott Green,204 Auric,28 Auric,Payment
TX643,2023-01-19,Zentia,Courtney Salazar,Derek Stone,543 Zentia,19 Zentia,Purchase
TX644,2023-01-30,Lumina,Leslie Mcdonald,Nicole Weeks,294 Lumina,39 Lumina,Purchase
TX645,2023-05-27,Auric,Lisa Stevenson,Anthony Howard,535 Auric,6 Auric,Transfer
TX646,2023-08-27,Lumina,Ryan Yang,Nicholas Gomez,676 Lumina,4 Lumina,Transfer
TX647,2023-06-18,Auric,Shannon Bentley,Raymond Thomas,974 Auric,24 Auric,Transfer
TX648,2023-08-21,Electra,Daniel Lindsey,Shannon Richardson,687 Electra,20 Electra,Transfer
TX649,2023-03-25,Zentia,Christopher Adams,Kristine Boyd,213 Zentia,15 Zentia,Transfer
TX650,2023-03-08,Electra,Bethany Copeland,Paige White,469 Electra,4 Electra,Purchase
TX651,2023-01-24,Lumina,Matthew Price,Erin Gomez,32 Lumina,42 Lumina,Payment
TX652,2023-08-10,Electra,Tiffany Moore,Katherine Ellis,731 Electra,15 Electra,Payment
TX653,2023-01-11,Electra,Margaret Gonzales,Joanne Aguilar,641 Electra,34 Electra,Payment
TX654,2023-01-22,Lumina,Dawn Fitzpatrick,Heather Hopkins,667 Lumina,10 Lumina,Purchase
TX655,2023-04-26,Lumina,Hunter Grimes,Ryan Schroeder,472 Lumina,16 Lumina,Transfer
TX656,2023-04-22,Electra,Wesley Adkins,Stephanie Miller,304 Electra,13 Electra,Payment
TX657,2023-02-27,Zentia,Hannah Gibson,Theodore Neal,347 Zentia,12 Zentia,Purchase
TX658,2023-06-24,Auric,Norman Baker Jr.,Dylan Harding,102 Auric,43 Auric,Payment
TX659,2023-04-23,Auric,Jessica Phillips,Shelly Perez,6 Auric,13 Auric,Transfer
TX660,2023-07-25,Auric,David Turner,Jacob Morris,55 Auric,20 Auric,Purchase
TX661,2023-08-21,Lumina,Michael Ross,Zachary Savage,382 Lumina,32 Lumina,Transfer
TX662,2023-03-02,Lumina,Jessica Johnston,Jessica Patrick,380 Lumina,2 Lumina,Purchase
TX663,2023-05-29,Lumina,Francisco Elliott,Scott Ortiz,466 Lumina,23 Lumina,Transfer
TX664,2023-07-19,Zentia,Melissa Hayes,Joseph Wilson,233 Zentia,43 Zentia,Purchase
TX665,2023-05-29,Auric,Jeffrey Brown,Heather Ortega,283 Auric,35 Auric,Purchase
TX666,2023-03-03,Electra,Debbie Johnson DVM,Felicia Phillips,363 Electra,24 Electra,Purchase
TX667,2023-06-12,Electra,Laura Rodriguez,Michael Gonzalez,785 Electra,34 Electra,Purchase
TX668,2023-03-18,Zentia,James Weiss,Louis Burns,676 Zentia,2 Zentia,Transfer
TX669,2023-01-02,Electra,Melanie Ochoa,Nicole Allen,235 Electra,37 Electra,Purchase
TX670,2023-03-24,Lumina,Kimberly Johnson,Katherine Duran,983 Lumina,26 Lumina,Transfer
TX671,2023-01-24,Electra,James Kirby,Timothy Doyle,467 Electra,34 Electra,Purchase
TX672,2023-02-09,Electra,Jessica Hughes,Ashley Crawford,513 Electra,20 Electra,Payment
TX673,2023-03-10,Electra,Christian Rogers,Bonnie Mcdonald,588 Electra,10 Electra,Purchase
TX674,2023-08-14,Zentia,Kelly Johnson,Danielle Stewart,374 Zentia,16 Zentia,Payment
TX675,2023-06-25,Zentia,Carolyn Lopez,Tristan Allen,907 Zentia,38 Zentia,Transfer
TX676,2023-08-18,Auric,Danny Payne,David Jarvis,403 Auric,28 Auric,Payment
TX677,2023-01-27,Auric,Christopher Young,Casey Ali,71 Auric,25 Auric,Transfer
TX678,2023-04-22,Lumina,Danielle Marshall,Adam Hart,220 Lumina,15 Lumina,Purchase
TX679,2023-08-16,Electra,Sara Maynard,James Cole,258 Electra,10 Electra,Transfer
TX680,2023-06-14,Lumina,Ashley Kidd,Valerie Gates,771 Lumina,9 Lumina,Purchase
TX681,2023-04-10,Auric,Andrea Taylor,Edward Reynolds,99 Auric,6 Auric,Purchase
TX682,2023-04-17,Auric,Sarah Fleming,Lauren Pena,378 Auric,9 Auric,Payment
TX683,2023-05-09,Auric,John Burns,Susan Duncan,745 Auric,25 Auric,Transfer
TX684,2023-05-03,Zentia,Anna Lozano,Derek Galloway,397 Zentia,35 Zentia,Purchase
TX685,2023-03-01,Electra,Elizabeth Hutchinson,Katelyn Snyder,724 Electra,2 Electra,Purchase
TX686,2023-01-11,Lumina,Jennifer Gonzalez,Daryl Ross,617 Lumina,28 Lumina,Purchase
TX687,2023-01-20,Lumina,Rachael Weeks,Ashley Johnson,991 Lumina,25 Lumina,Payment
TX688,2023-03-09,Zentia,Molly Hess,Benjamin Dean,178 Zentia,13 Zentia,Payment
TX689,2023-08-21,Electra,Gabrielle Hall,William Burgess,707 Electra,18 Electra,Transfer
TX690,2023-07-22,Electra,Sarah Thomas,Shannon Perez,435 Electra,41 Electra,Purchase
TX691,2023-03-16,Auric,Marc Figueroa,Lori Tate,137 Auric,39 Auric,Transfer
TX692,2023-06-02,Zentia,Jill Cox,Mary Boyer,706 Zentia,24 Zentia,Payment
TX693,2023-01-14,Lumina,Jasmine Little,Eric Phillips,174 Lumina,10 Lumina,Payment
TX694,2023-01-19,Auric,Jonathan Mayo,Donna Garcia,909 Auric,11 Auric,Payment
TX695,2023-03-28,Auric,Jaime Harrington,Ruth Taylor,726 Auric,42 Auric,Payment
TX696,2023-05-30,Zentia,Brian George,Nicholas Phillips,808 Zentia,26 Zentia,Purchase
TX697,2023-01-21,Electra,Eric Hartman,Johnny Hernandez,209 Electra,40 Electra,Transfer
TX698,2023-07-02,Lumina,Lauren Hunter,Douglas Ortiz,578 Lumina,4 Lumina,Transfer
TX699,2023-07-02,Zentia,Matthew Walker,Joseph Campbell,953 Zentia,27 Zentia,Purchase
TX700,2023-01-01,Lumina,Cameron Hunter,Kevin Ross,766 Lumina,12 Lumina,Purchase
TX701,2023-06-16,Lumina,Keith Weber,Sandra Rodriguez,186 Lumina,2 Lumina,Payment
TX702,2023-03-15,Auric,Brian Rodriguez,Jeffery Walter,78 Auric,28 Auric,Transfer
TX703,2023-04-13,Lumina,Robert Winters,Katherine Jennings,351 Lumina,27 Lumina,Payment
TX704,2023-04-17,Electra,Eric Higgins,Stephen Flores,898 Electra,48 Electra,Transfer
TX705,2023-03-30,Zentia,Lisa Martinez,Gwendolyn Larson,942 Zentia,20 Zentia,Payment
TX706,2023-04-11,Lumina,Jacqueline Carson,Holly Williams,696 Lumina,8 Lumina,Payment
TX707,2023-04-29,Auric,Angelica Cox,Cameron Turner,41 Auric,36 Auric,Transfer
TX708,2023-01-15,Zentia,Daniel Cruz,Andrea Sullivan,663 Zentia,38 Zentia,Transfer
TX709,2023-06-28,Auric,Robert Campbell,Jason Kramer Jr.,358 Auric,14 Auric,Payment
TX710,2023-02-09,Auric,Renee Martinez,Cheyenne Jennings,790 Auric,31 Auric,Payment
TX711,2023-05-16,Electra,Matthew Nelson,Selena Curtis,465 Electra,33 Electra,Transfer
TX712,2023-05-20,Electra,James Daniels,Jacob Winters,925 Electra,18 Electra,Purchase
TX713,2023-01-21,Zentia,Michelle Webb,Karen Allison,343 Zentia,44 Zentia,Payment
TX714,2023-04-01,Zentia,Mark Flores,Erica Scott,549 Zentia,24 Zentia,Payment
TX715,2023-06-07,Zentia,Melissa Vasquez,Annette Henderson,310 Zentia,21 Zentia,Purchase
TX716,2023-02-26,Lumina,Kimberly Bell,Mary Allen,900 Lumina,41 Lumina,Transfer
TX717,2023-02-09,Lumina,Samantha Long,Elizabeth Jones,271 Lumina,26 Lumina,Transfer
TX718,2023-07-25,Zentia,Larry Soto,Mrs. Martha Mejia,682 Zentia,38 Zentia,Payment
TX719,2023-07-07,Lumina,Jennifer Perkins,Christopher Hansen,317 Lumina,41 Lumina,Purchase
TX720,2023-03-15,Auric,Zachary Martin,Emily Green,634 Auric,47 Auric,Payment
TX721,2023-03-18,Zentia,Edward Rice,Austin Thompson,834 Zentia,9 Zentia,Payment
TX722,2023-05-10,Electra,Matthew May,Sharon Morgan,460 Electra,15 Electra,Transfer
TX723,2023-04-06,Electra,Timothy Kelley,Carrie Jordan,89 Electra,3 Electra,Payment
TX724,2023-07-08,Lumina,Christopher Wilson,Anita Cook,461 Lumina,32 Lumina,Purchase
TX725,2023-04-11,Electra,Roger Lee,Jason Burke,320 Electra,27 Electra,Payment
TX726,2023-01-31,Lumina,Amy Baird,Caroline Lee,867 Lumina,16 Lumina,Purchase
TX727,2023-07-10,Zentia,Alexis Oconnor,Bruce Lowery,625 Zentia,35 Zentia,Purchase
TX728,2023-03-26,Lumina,Taylor Johnson,Jacob Bates,285 Lumina,27 Lumina,Payment
TX729,2023-08-15,Electra,Nicholas Garza,Amber Roberts,770 Electra,6 Electra,Purchase
TX730,2023-02-06,Electra,Joshua May Jr.,Michelle Cummings,535 Electra,8 Electra,Purchase
TX731,2023-05-06,Lumina,Kathleen Hayden,Jonathan Miller,434 Lumina,36 Lumina,Purchase
TX732,2023-07-10,Lumina,Jacob May,Billy Lowe,96 Lumina,46 Lumina,Transfer
TX733,2023-07-20,Electra,Adam Parker,Whitney Harris,102 Electra,48 Electra,Payment
TX734,2023-05-08,Auric,Barbara Thomas,Erica Ray,399 Auric,13 Auric,Purchase
TX735,2023-03-11,Auric,Adam Mcknight,Cindy Moore,509 Auric,18 Auric,Payment
TX736,2023-03-21,Electra,Timothy Hoffman,Matthew Cooper,919 Electra,48 Electra,Purchase
TX737,2023-05-15,Auric,Ashley Ashley,Robin Barrett,384 Auric,3 Auric,Payment
TX738,2023-05-29,Auric,Amber Kline,Steven Snyder,621 Auric,42 Auric,Payment
TX739,2023-04-20,Lumina,Shannon Davis,Keith Turner,731 Lumina,35 Lumina,Transfer
TX740,2023-08-16,Electra,Jessica Willis,Kenneth Sparks,727 Electra,42 Electra,Payment
TX741,2023-08-21,Electra,Justin Monroe,Jon Bartlett,404 Electra,50 Electra,Payment
TX742,2023-01-11,Zentia,Donald Stein,Hannah Duran,205 Zentia,36 Zentia,Purchase
TX743,2023-02-09,Electra,Paula Brooks,Spencer Jackson,454 Electra,9 Electra,Purchase
TX744,2023-08-22,Auric,Steven Walker,Stephanie Newman,24 Auric,40 Auric,Payment
TX745,2023-04-29,Zentia,Christopher Brown Jr.,Kristen Munoz,121 Zentia,18 Zentia,Payment
TX746,2023-05-30,Electra,Brittany Brooks,Benjamin Martin,301 Electra,30 Electra,Purchase
TX747,2023-03-31,Auric,Tina Wu,Steven Jarvis,114 Auric,30 Auric,Payment
TX748,2023-07-15,Lumina,Benjamin Carter,Margaret Jacobson,222 Lumina,6 Lumina,Payment
TX749,2023-01-23,Electra,Nichole Liu,Timothy Mullins,824 Electra,8 Electra,Payment
TX750,2023-03-29,Auric,Crystal Johnson,Jessica Cohen,480 Auric,41 Auric,Payment
TX751,2023-01-02,Zentia,Megan Miller,Marcus Sullivan,393 Zentia,45 Zentia,Transfer
TX752,2023-02-03,Lumina,Jeffrey Liu,Deborah Peterson,165 Lumina,12 Lumina,Payment
TX753,2023-01-20,Zentia,Donna Henry,Heather Walters,461 Zentia,35 Zentia,Payment
TX754,2023-04-04,Auric,Nancy Cunningham,Mark Johnson,491 Auric,7 Auric,Transfer
TX755,2023-05-03,Electra,Joshua Baker,Kenneth Jones,750 Electra,47 Electra,Purchase
TX756,2023-07-23,Electra,Steven Martin,Kylie Mcneil,884 Electra,8 Electra,Transfer
TX757,2023-07-16,Auric,Haley Pratt,Kevin Taylor,97 Auric,50 Auric,Transfer
TX758,2023-01-21,Lumina,Brady Miller,Sarah Cruz,573 Lumina,36 Lumina,Purchase
TX759,2023-08-25,Lumina,Tammy Powell,Brandi Horn,529 Lumina,3 Lumina,Payment
TX760,2023-03-30,Auric,Steve Holt,Rebecca Oconnor,903 Auric,37 Auric,Payment
TX761,2023-07-25,Lumina,Katherine Mitchell,Sergio Vaughn,735 Lumina,8 Lumina,Transfer
TX762,2023-07-06,Auric,Kelly Johnson,Adam Dennis,6 Auric,30 Auric,Transfer
TX763,2023-02-02,Zentia,Stephen Gordon,Robert Fernandez,959 Zentia,46 Zentia,Payment
TX764,2023-01-18,Auric,Jacob Atkinson,Jennifer Olsen,96 Auric,24 Auric,Payment
TX765,2023-04-03,Lumina,Pedro Fuller,Brian Torres,730 Lumina,39 Lumina,Purchase
TX766,2023-03-15,Zentia,Sharon Arias,Daniel Miles,899 Zentia,16 Zentia,Payment
TX767,2023-08-01,Zentia,Ricky Tran,Tracy Smith,551 Zentia,24 Zentia,Transfer
TX768,2023-02-17,Lumina,Brittany Chaney,Joel Smith,877 Lumina,23 Lumina,Transfer
TX769,2023-03-27,Electra,Mary Reed,Marisa Schneider,74 Electra,26 Electra,Purchase
TX770,2023-08-05,Zentia,Allison Carpenter,Stephanie Alexander,531 Zentia,21 Zentia,Transfer
TX771,2023-04-05,Auric,Andrew Byrd,Dana Saunders,972 Auric,41 Auric,Payment
TX772,2023-03-17,Electra,Shaun Beltran,Sarah Schmidt,58 Electra,50 Electra,Purchase
TX773,2023-08-21,Zentia,Rachel Moore,Laura Thomas,772 Zentia,16 Zentia,Transfer
TX774,2023-03-28,Auric,Kaitlin Patel,Keith Mcdaniel,668 Auric,39 Auric,Purchase
TX775,2023-02-14,Lumina,Daniel Mcdonald,Emily Wright,731 Lumina,32 Lumina,Purchase
TX776,2023-03-29,Auric,Stacey Jordan,Toni Dunn,379 Auric,32 Auric,Purchase
TX777,2023-04-10,Electra,Theresa Castillo,David Neal,889 Electra,48 Electra,Payment
TX778,2023-06-15,Zentia,Brandon Koch,Kayla Grant,531 Zentia,9 Zentia,Purchase
TX779,2023-06-11,Zentia,Gene Walker,Frank Jackson,882 Zentia,50 Zentia,Purchase
TX780,2023-04-03,Auric,Amanda Diaz,Ann Murphy,226 Auric,27 Auric,Transfer
TX781,2023-07-26,Zentia,Linda Lewis,Deborah Ward,512 Zentia,32 Zentia,Purchase
TX782,2023-02-21,Auric,Sarah Wiley,John Berger,477 Auric,45 Auric,Transfer
TX783,2023-03-29,Electra,Sierra Richardson,Amanda Baker,283 Electra,19 Electra,Transfer
TX784,2023-07-18,Electra,Kimberly Strong,Lisa Hernandez,368 Electra,49 Electra,Transfer
TX785,2023-03-18,Zentia,Sharon Schmidt,Carl Guerrero,771 Zentia,25 Zentia,Transfer
TX786,2023-05-11,Electra,Ashley Vasquez,Brittany Smith,478 Electra,42 Electra,Purchase
TX787,2023-08-23,Lumina,Allison Maynard,David Page,649 Lumina,16 Lumina,Transfer
TX788,2023-05-18,Electra,Elizabeth Merritt,Tony Marsh,971 Electra,3 Electra,Purchase
TX789,2023-03-07,Zentia,Melissa Goodman,Gail Keller,471 Zentia,33 Zentia,Transfer
TX790,2023-05-14,Lumina,Amanda Hunt,Stephen Howard,44 Lumina,39 Lumina,Purchase
TX791,2023-06-13,Zentia,Nicole Roberson,Noah Thomas,680 Zentia,50 Zentia,Transfer
TX792,2023-05-10,Lumina,Mrs. Christina Reeves,Amy Parker,363 Lumina,20 Lumina,Payment
TX793,2023-07-26,Lumina,Hannah Smith,Christopher Preston,966 Lumina,50 Lumina,Payment
TX794,2023-08-05,Zentia,Melinda Macdonald,Jared Medina,508 Zentia,8 Zentia,Payment
TX795,2023-04-19,Auric,David Guerra,Christopher Gamble,237 Auric,33 Auric,Payment
TX796,2023-02-14,Lumina,Elizabeth Donaldson,Maurice Page,267 Lumina,17 Lumina,Transfer
TX797,2023-04-20,Electra,Madison Montgomery,April Powers,156 Electra,18 Electra,Purchase
TX798,2023-06-26,Auric,April Harris,Jessica Carroll,201 Auric,15 Auric,Purchase
TX799,2023-05-23,Zentia,Daniel Dougherty,Kimberly Green,301 Zentia,21 Zentia,Payment
TX800,2023-04-25,Zentia,Alejandro Morrow,Tara Boyd,405 Zentia,34 Zentia,Transfer
TX801,2023-03-27,Lumina,Matthew Bennett,Traci Johnson,40 Lumina,21 Lumina,Purchase
TX802,2023-02-08,Auric,Derrick Washington,Robert Franklin,98 Auric,8 Auric,Purchase
TX803,2023-03-23,Electra,Crystal Benitez,Tracy Barnett,459 Electra,35 Electra,Payment
TX804,2023-01-16,Lumina,Derek Carney,Karina Luna,504 Lumina,27 Lumina,Payment
TX805,2023-06-11,Lumina,Heidi Stevens,Warren Anderson,596 Lumina,49 Lumina,Transfer
TX806,2023-03-13,Auric,Thomas Stevenson,Alyssa Cooper,649 Auric,46 Auric,Payment
TX807,2023-04-23,Auric,Christina Hernandez,Janice Washington,215 Auric,21 Auric,Transfer
TX808,2023-02-23,Zentia,Susan Johnson,Gregory Booth,807 Zentia,7 Zentia,Payment
TX809,2023-08-10,Electra,Jasmin King,Linda Woodard,826 Electra,19 Electra,Payment
TX810,2023-07-18,Lumina,Monique Frank,Mark Powell,413 Lumina,3 Lumina,Transfer
TX811,2023-03-26,Zentia,Jason Valdez,Kayla Alexander,524 Zentia,24 Zentia,Transfer
TX812,2023-05-12,Electra,Jeffrey Scott,Morgan Perry,463 Electra,43 Electra,Transfer
TX813,2023-06-26,Auric,Aaron Collins,Mary Bernard,849 Auric,32 Auric,Purchase
TX814,2023-06-29,Electra,Samuel Hall,Omar Robles MD,734 Electra,31 Electra,Transfer
TX815,2023-05-19,Lumina,Kathleen Williams,Laura Ellis,472 Lumina,20 Lumina,Transfer
TX816,2023-05-08,Auric,Thomas Nielsen,Melissa Wilson,684 Auric,3 Auric,Payment
TX817,2023-02-03,Auric,Timothy Clark,Bradley Petersen,859 Auric,48 Auric,Purchase
TX818,2023-06-18,Electra,Julie Gutierrez,Sabrina Roberts,785 Electra,5 Electra,Transfer
TX819,2023-05-02,Electra,Jessica Hernandez,Julian Jones,355 Electra,27 Electra,Transfer
TX820,2023-07-24,Auric,Erin Willis,Dr. Catherine Price,948 Auric,33 Auric,Transfer
TX821,2023-04-07,Auric,Tiffany Schroeder,Julie Mcdonald,672 Auric,14 Auric,Payment
TX822,2023-05-01,Zentia,Jacqueline Richards,David Ferguson,89 Zentia,38 Zentia,Purchase
TX823,2023-05-06,Lumina,Nicole Sandoval,Jonathan Lucas,359 Lumina,46 Lumina,Transfer
TX824,2023-06-08,Auric,Andrew Santos,Taylor Jones,52 Auric,34 Auric,Purchase
TX825,2023-05-06,Auric,Adam Burns,John Long,245 Auric,43 Auric,Transfer
TX826,2023-07-28,Auric,Pamela Chambers,Mrs. Lisa Chan,983 Auric,8 Auric,Payment
TX827,2023-07-12,Electra,James Ortega,Monique Love,772 Electra,50 Electra,Purchase
TX828,2023-01-22,Lumina,David Brown,Patrick Lucero,738 Lumina,31 Lumina,Purchase
TX829,2023-02-21,Auric,Amanda Ward,Faith Martin,877 Auric,41 Auric,Transfer
TX830,2023-03-13,Lumina,Derek Evans,Patrick Boone,170 Lumina,24 Lumina,Transfer
TX831,2023-05-13,Zentia,Theresa Reed,Zachary Ponce,738 Zentia,48 Zentia,Payment
TX832,2023-02-27,Lumina,Ashley George,Joanna Mathis,655 Lumina,26 Lumina,Purchase
TX833,2023-06-06,Lumina,Arthur Jones,David Gallegos,724 Lumina,26 Lumina,Purchase
TX834,2023-04-24,Electra,Katherine Mayer,Cody Smith,297 Electra,33 Electra,Transfer
